Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
1194: Triangle, x1 = 192, y1 = 176, x2 = 105, y2 = 15, x3 = 71, y3 = 192, perimeter = 485.292, color = YELLOW
1195: Triangle, x1 = 12, y1 = 139, x2 = 11, y2 = 52, x3 = 185, y3 = 6, perimeter = 485.199, color = YELLOW
1196: Rectangle, x_up_left = 12, y_up_left = 175, x_down_right = 115, y_down_right = 36, perimeter = 484, color = RED
1197: Rectangle, x_up_left = 11, y_up_left = 180, x_down_right = 101, y_down_right = 28, perimeter = 484, color = VIOLET
1198: Rectangle, x_up_left = 18, y_up_left = 149, x_down_right = 159, y_down_right = 48, perimeter = 484, color = ORANGE
1199: Rectangle, x_up_left = 74, y_up_left = 171, x_down_right = 171, y_down_right = 26, perimeter = 484, color = GREEN
1200: Rectangle, x_up_left = 15, y_up_left = 187, x_down_right = 180, y_down_right = 110, perimeter = 484, color = ORANGE
1201: Rectangle, x_up_left = 83, y_up_left = 199, x_down_right = 193, y_down_right = 67, perimeter = 484, color = GREEN
1202: Circle, x = 143, y = 149, radius = 77, perimeter = 483.56, color = ORANGE
1203: Circle, x = 92, y = 78, radius = 77, perimeter = 483.56, color = ORANGE
1204: Circle, x = 33, y = 154, radius = 77, perimeter = 483.56, color = YELLOW
1205: Circle, x = 182, y = 190, radius = 77, perimeter = 483.56, color = GREEN
1206: Circle, x = 166, y = 166, radius = 77, perimeter = 483.56, color = BLUE
1207: Circle, x = 42, y = 135, radius = 77, perimeter = 483.56, color = YELLOW
1208: Circle, x = 169, y = 135, radius = 77, perimeter = 483.56, color = RED
1209: Circle, x = 102, y = 89, radius = 77, perimeter = 483.56, color = GREEN
1210: Triangle, x1 = 186, y1 = 75, x2 = 135, y2 = 160, x3 = 2, y3 = 21, perimeter = 483.266, color = YELLOW
1211: Triangle, x1 = 162, y1 = 150, x2 = 11, y2 = 51, x3 = 187, y3 = 28, perimeter = 482.592, color = VIOLET
1212: Rectangle, x_up_left = 53, y_up_left = 170, x_down_right = 184, y_down_right = 60, perimeter = 482, color = ORANGE
1213: Triangle, x1 = 186, y1 = 195, x2 = 92, y2 = 187, x3 = 1, y3 = 59, perimeter = 481.001, color = LIGHT_BLUE
1214: Rectangle, x_up_left = 38, y_up_left = 102, x_down_right = 178, y_down_right = 2, perimeter = 480, color = LIGHT_BLUE
1215: Rectangle, x_up_left = 17, y_up_left = 165, x_down_right = 133, y_down_right = 41, perimeter = 480, color = LIGHT_BLUE
1216: Rectangle, x_up_left = 103, y_up_left = 168, x_down_right = 190, y_down_right = 15, perimeter = 480, color = LIGHT_BLUE
1217: Rectangle, x_up_left = 35, y_up_left = 181, x_down_right = 106, y_down_right = 12, perimeter = 480, color = YELLOW
1218: Rectangle, x_up_left = 54, y_up_left = 159, x_down_right = 184, y_down_right = 49, perimeter = 480, color = ORANGE
1219: Triangle, x1 = 15, y1 = 199, x2 = 156, y2 = 81, x3 = 48, y3 = 27, perimeter = 479.746, color = VIOLET
1220: Triangle, x1 = 181, y1 = 187, x2 = 191, y2 = 90, x3 = 6, y3 = 183, perimeter = 479.62, color = YELLOW
1221: Triangle, x1 = 124, y1 = 25, x2 = 189, y2 = 137, x3 = 31, y3 = 184, perimeter = 478.538, color = BLUE
1222: Rectangle, x_up_left = 48, y_up_left = 148, x_down_right = 170, y_down_right = 31, perimeter = 478, color = ORANGE
1223: Rectangle, x_up_left = 30, y_up_left = 129, x_down_right = 155, y_down_right = 15, perimeter = 478, color = VIOLET
1224: Rectangle, x_up_left = 14, y_up_left = 133, x_down_right = 129, y_down_right = 9, perimeter = 478, color = GREEN
1225: Rectangle, x_up_left = 7, y_up_left = 185, x_down_right = 190, y_down_right = 129, perimeter = 478, color = ORANGE
1226: Triangle, x1 = 33, y1 = 23, x2 = 11, y2 = 114, x3 = 162, y3 = 193, perimeter = 477.442, color = ORANGE
1227: Triangle, x1 = 87, y1 = 198, x2 = 15, y2 = 65, x3 = 199, y3 = 165, perimeter = 477.417, color = LIGHT_BLUE
1228: Circle, x = 187, y = 2, radius = 76, perimeter = 477.28, color = YELLOW
1229: Circle, x = 114, y = 50, radius = 76, perimeter = 477.28, color = BLUE
1230: Circle, x = 64, y = 104, radius = 76, perimeter = 477.28, color = RED
1231: Circle, x = 90, y = 1, radius = 76, perimeter = 477.28, color = RED
1232: Circle, x = 102, y = 42, radius = 76, perimeter = 477.28, color = ORANGE
1233: Circle, x = 18, y = 97, radius = 76, perimeter = 477.28, color = ORANGE
1234: Circle, x = 180, y = 106, radius = 76, perimeter = 477.28, color = YELLOW
1235: Triangle, x1 = 186, y1 = 128, x2 = 5, y2 = 165, x3 = 198, y3 = 58, perimeter = 476.44, color = YELLOW
1236: Rectangle, x_up_left = 7, y_up_left = 196, x_down_right = 158, y_down_right = 109, perimeter = 476, color = ORANGE
1237: Triangle, x1 = 25, y1 = 17, x2 = 25, y2 = 187, x3 = 151, y3 = 120, perimeter = 475.448, color = VIOLET
1238: Triangle, x1 = 185, y1 = 184, x2 = 185, y2 = 73, x3 = 60, y3 = 3, perimeter = 474.234, color = BLUE
1239: Rectangle, x_up_left = 30, y_up_left = 158, x_down_right = 114, y_down_right = 5, perimeter = 474, color = ORANGE
1240: Rectangle, x_up_left = 7, y_up_left = 144, x_down_right = 123, y_down_right = 23, perimeter = 474, color = LIGHT_BLUE
1241: Rectangle, x_up_left = 35, y_up_left = 196, x_down_right = 100, y_down_right = 24, perimeter = 474, color = GREEN
1242: Triangle, x1 = 60, y1 = 3, x2 = 175, y2 = 159, x3 = 20, y3 = 115, perimeter = 473.859, color = LIGHT_BLUE
1243: Triangle, x1 = 197, y1 = 53, x2 = 16, y2 = 191, x3 = 97, y3 = 73, perimeter = 472.713, color = BLUE
1244: Triangle, x1 = 191, y1 = 10, x2 = 40, y2 = 190, x3 = 56, y3 = 151, perimeter = 472.311, color = YELLOW
1245: Triangle, x1 = 194, y1 = 156, x2 = 131, y2 = 43, x3 = 1, y3 = 79, perimeter = 472.061, color = RED
1246: Triangle, x1 = 52, y1 = 82, x2 = 5, y2 = 197, x3 = 168, y3 = 42, perimeter = 471.868, color = YELLOW
1247: Circle, x = 186, y = 88, radius = 75, perimeter = 471, color = ORANGE
1248: Circle, x = 155, y = 140, radius = 75, perimeter = 471, color = VIOLET
1249: Circle, x = 172, y = 101, radius = 75, perimeter = 471, color = ORANGE
1250: Circle, x = 176, y = 71, radius = 75, perimeter = 471, color = YELLOW
1251: Circle, x = 149, y = 187, radius = 75, perimeter = 471, color = LIGHT_BLUE
1252: Circle, x = 200, y = 60, radius = 75, perimeter = 471, color = GREEN
1253: Circle, x = 34, y = 187, radius = 75, perimeter = 471, color = LIGHT_BLUE
1254: Circle, x = 61, y = 92, radius = 75, perimeter = 471, color = GREEN
1255: Circle, x = 175, y = 31, radius = 75, perimeter = 471, color = RED
1256: Circle, x = 184, y = 118, radius = 75, perimeter = 471, color = LIGHT_BLUE
1257: Circle, x = 193, y = 75, radius = 75, perimeter = 471, color = GREEN
1258: Circle, x = 147, y = 155, radius = 75, perimeter = 471, color = LIGHT_BLUE
1259: Triangle, x1 = 19, y1 = 87, x2 = 184, y2 = 128, x3 = 192, y3 = 15, perimeter = 470.685, color = BLUE
1260: Rectangle, x_up_left = 45, y_up_left = 92, x_down_right = 189, y_down_right = 1, perimeter = 470, color = VIOLET
1261: Triangle, x1 = 99, y1 = 194, x2 = 20, y2 = 113, x3 = 180, y3 = 35, perimeter = 469.589, color = GREEN
1262: Triangle, x1 = 195, y1 = 164, x2 = 34, y2 = 14, x3 = 121, y3 = 20, perimeter = 469.156, color = ORANGE
1263: Triangle, x1 = 9, y1 = 34, x2 = 46, y2 = 152, x3 = 184, y3 = 145, perimeter = 469.076, color = BLUE
1264: Rectangle, x_up_left = 1, y_up_left = 192, x_down_right = 127, y_down_right = 84, perimeter = 468, color = YELLOW
1265: Triangle, x1 = 159, y1 = 192, x2 = 182, y2 = 168, x3 = 44, y3 = 4, perimeter = 467.961, color = YELLOW
1266: Triangle, x1 = 154, y1 = 78, x2 = 84, y2 = 180, x3 = 1, y3 = 20, perimeter = 467.581, color = LIGHT_BLUE
1267: Triangle, x1 = 173, y1 = 166, x2 = 110, y2 = 12, x3 = 13, y3 = 85, perimeter = 467.123, color = GREEN
1268: Triangle, x1 = 7, y1 = 21, x2 = 185, y2 = 125, x3 = 71, y3 = 150, perimeter = 466.868, color = ORANGE
1269: Triangle, x1 = 50, y1 = 186, x2 = 23, y2 = 196, x3 = 194, y3 = 39, perimeter = 466.714, color = BLUE
1270: Triangle, x1 = 55, y1 = 167, x2 = 18, y2 = 87, x3 = 174, y3 = 4, perimeter = 466.665, color = RED
1271: Rectangle, x_up_left = 63, y_up_left = 199, x_down_right = 152, y_down_right = 55, perimeter = 466, color = LIGHT_BLUE
1272: Triangle, x1 = 9, y1 = 10, x2 = 6, y2 = 166, x3 = 140, y3 = 104, perimeter = 464.913, color = GREEN
1273: Circle, x = 130, y = 166, radius = 74, perimeter = 464.72, color = BLUE
1274: Circle, x = 42, y = 188, radius = 74, perimeter = 464.72, color = VIOLET
1275: Circle, x = 144, y = 63, radius = 74, perimeter = 464.72, color = ORANGE
1276: Circle, x = 145, y = 184, radius = 74, perimeter = 464.72, color = YELLOW
1277: Circle, x = 36, y = 26, radius = 74, perimeter = 464.72, color = LIGHT_BLUE
1278: Circle, x = 188, y = 180, radius = 74, perimeter = 464.72, color = YELLOW
1279: Circle, x = 186, y = 74, radius = 74, perimeter = 464.72, color = RED
1280: Circle, x = 14, y = 155, radius = 74, perimeter = 464.72, color = VIOLET
1281: Circle, x = 129, y = 82, radius = 74, perimeter = 464.72, color = LIGHT_BLUE
1282: Triangle, x1 = 189, y1 = 54, x2 = 31, y2 = 58, x3 = 76, y3 = 184, perimeter = 464.092, color = LIGHT_BLUE
1283: Triangle, x1 = 178, y1 = 31, x2 = 28, y2 = 74, x3 = 40, y3 = 179, perimeter = 464.081, color = RED
1284: Rectangle, x_up_left = 37, y_up_left = 144, x_down_right = 129, y_down_right = 4, perimeter = 464, color = RED
1285: Rectangle, x_up_left = 26, y_up_left = 130, x_down_right = 139, y_down_right = 11, perimeter = 464, color = VIOLET
1286: Rectangle, x_up_left = 3, y_up_left = 176, x_down_right = 65, y_down_right = 6, perimeter = 464, color = YELLOW
1287: Rectangle, x_up_left = 4, y_up_left = 153, x_down_right = 110, y_down_right = 27, perimeter = 464, color = RED
1288: Rectangle, x_up_left = 12, y_up_left = 115, x_down_right = 171, y_down_right = 42, perimeter = 464, color = BLUE
1289: Rectangle, x_up_left = 33, y_up_left = 197, x_down_right = 109, y_down_right = 41, perimeter = 464, color = VIOLET
1290: Rectangle, x_up_left = 25, y_up_left = 163, x_down_right = 197, y_down_right = 103, perimeter = 464, color = BLUE
1291: Triangle, x1 = 133, y1 = 166, x2 = 35, y2 = 48, x3 = 192, y3 = 26, perimeter = 463.847, color = RED
1292: Triangle, x1 = 118, y1 = 161, x2 = 171, y2 = 24, x3 = 2, y3 = 105, perimeter = 463.113, color = RED
1293: Triangle, x1 = 200, y1 = 165, x2 = 85, y2 = 159, x3 = 22, y3 = 43, perimeter = 462.956, color = RED
1294: Triangle, x1 = 19, y1 = 37, x2 = 173, y2 = 175, x3 = 146, y3 = 50, perimeter = 462.331, color = ORANGE
1295: Rectangle, x_up_left = 8, y_up_left = 80, x_down_right = 181, y_down_right = 22, perimeter = 462, color = GREEN
1296: Triangle, x1 = 4, y1 = 33, x2 = 117, y2 = 80, x3 = 167, y3 = 185, perimeter = 461.556, color = ORANGE
1297: Triangle, x1 = 175, y1 = 131, x2 = 19, y2 = 140, x3 = 1, y3 = 35, perimeter = 461.517, color = BLUE
1298: Triangle, x1 = 193, y1 = 65, x2 = 194, y2 = 22, x3 = 18, y3 = 156, perimeter = 461.463, color = VIOLET
1299: Triangle, x1 = 3, y1 = 139, x2 = 67, y2 = 174, x3 = 179, y3 = 31, perimeter = 461.079, color = GREEN
1300: Rectangle, x_up_left = 112, y_up_left = 166, x_down_right = 199, y_down_right = 23, perimeter = 460, color = RED
1301: Rectangle, x_up_left = 69, y_up_left = 170, x_down_right = 179, y_down_right = 50, perimeter = 460, color = GREEN
1302: Rectangle, x_up_left = 29, y_up_left = 76, x_down_right = 196, y_down_right = 13, perimeter = 460, color = BLUE
1303: Rectangle, x_up_left = 2, y_up_left = 92, x_down_right = 186, y_down_right = 46, perimeter = 460, color = GREEN
1304: Rectangle, x_up_left = 2, y_up_left = 134, x_down_right = 184, y_down_right = 86, perimeter = 460, color = RED
1305: Triangle, x1 = 115, y1 = 4, x2 = 38, y2 = 163, x3 = 193, y3 = 68, perimeter = 459.356, color = VIOLET
1306: Triangle, x1 = 22, y1 = 63, x2 = 18, y2 = 163, x3 = 191, y3 = 136, perimeter = 459.267, color = RED
1307: Triangle, x1 = 50, y1 = 7, x2 = 124, y2 = 165, x3 = 7, y3 = 169, perimeter = 459.149, color = VIOLET
1308: Triangle, x1 = 128, y1 = 194, x2 = 60, y2 = 193, x3 = 90, y3 = 1, perimeter = 459.042, color = RED
1309: Triangle, x1 = 190, y1 = 133, x2 = 164, y2 = 36, x3 = 9, y3 = 40, perimeter = 458.97, color = RED
1310: Triangle, x1 = 100, y1 = 192, x2 = 31, y2 = 113, x3 = 146, y3 = 3, perimeter = 458.546, color = GREEN
1311: Circle, x = 139, y = 188, radius = 73, perimeter = 458.44, color = BLUE
1312: Circle, x = 109, y = 113, radius = 73, perimeter = 458.44, color = RED
1313: Circle, x = 94, y = 132, radius = 73, perimeter = 458.44, color = VIOLET
1314: Circle, x = 83, y = 63, radius = 73, perimeter = 458.44, color = ORANGE
1315: Circle, x = 106, y = 47, radius = 73, perimeter = 458.44, color = RED
1316: Circle, x = 153, y = 56, radius = 73, perimeter = 458.44, color = ORANGE
1317: Triangle, x1 = 101, y1 = 73, x2 = 46, y2 = 187, x3 = 180, y3 = 4, perimeter = 458.279, color = RED
1318: Rectangle, x_up_left = 20, y_up_left = 138, x_down_right = 173, y_down_right = 62, perimeter = 458, color = GREEN
1319: Rectangle, x_up_left = 64, y_up_left = 194, x_down_right = 128, y_down_right = 29, perimeter = 458, color = ORANGE
1320: Rectangle, x_up_left = 43, y_up_left = 174, x_down_right = 114, y_down_right = 16, perimeter = 458, color = VIOLET
1321: Triangle, x1 = 199, y1 = 184, x2 = 26, y2 = 148, x3 = 8, y3 = 85, perimeter = 457.359, color = LIGHT_BLUE
1322: Triangle, x1 = 64, y1 = 196, x2 = 30, y2 = 129, x3 = 162, y3 = 14, perimeter = 456.909, color = YELLOW
1323: Triangle, x1 = 172, y1 = 64, x2 = 70, y2 = 6, x3 = 51, y3 = 178, perimeter = 456.627, color = RED
1324: Triangle, x1 = 49, y1 = 196, x2 = 2, y2 = 108, x3 = 168, y3 = 57, perimeter = 456.403, color = VIOLET
1325: Triangle, x1 = 180, y1 = 171, x2 = 44, y2 = 42, x3 = 58, y3 = 187, perimeter = 456.168, color = LIGHT_BLUE
1326: Rectangle, x_up_left = 13, y_up_left = 147, x_down_right = 147, y_down_right = 53, perimeter = 456, color = LIGHT_BLUE
1327: Triangle, x1 = 128, y1 = 193, x2 = 16, y2 = 76, x3 = 95, y3 = 7, perimeter = 455.761, color = GREEN
1328: Triangle, x1 = 96, y1 = 147, x2 = 177, y2 = 114, x3 = 4, y3 = 9, perimeter = 455.691, color = RED
1329: Triangle, x1 = 191, y1 = 67, x2 = 157, y2 = 11, x3 = 67, y3 = 199, perimeter = 455.053, color = RED
1330: Triangle, x1 = 12, y1 = 73, x2 = 195, y2 = 196, x3 = 48, y3 = 142, perimeter = 454.926, color = LIGHT_BLUE
1331: Rectangle, x_up_left = 43, y_up_left = 148, x_down_right = 178, y_down_right = 56, perimeter = 454, color = ORANGE
1332: Rectangle, x_up_left = 36, y_up_left = 180, x_down_right = 124, y_down_right = 41, perimeter = 454, color = RED
1333: Rectangle, x_up_left = 88, y_up_left = 184, x_down_right = 133, y_down_right = 2, perimeter = 454, color = ORANGE
1334: Rectangle, x_up_left = 76, y_up_left = 160, x_down_right = 161, y_down_right = 18, perimeter = 454, color = BLUE
1335: Triangle, x1 = 29, y1 = 163, x2 = 194, y2 = 34, x3 = 115, y3 = 23, perimeter = 453.509, color = ORANGE
1336: Triangle, x1 = 71, y1 = 29, x2 = 196, y2 = 182, x3 = 170, y3 = 28, perimeter = 452.755, color = LIGHT_BLUE
1337: Triangle, x1 = 7, y1 = 190, x2 = 169, y2 = 33, x3 = 141, y3 = 48, perimeter = 452.603, color = ORANGE
1338: Triangle, x1 = 17, y1 = 41, x2 = 191, y2 = 174, x3 = 136, y3 = 174, perimeter = 452.475, color = RED
1339: Triangle, x1 = 162, y1 = 31, x2 = 30, y2 = 176, x3 = 177, y3 = 133, perimeter = 452.341, color = GREEN
1340: Circle, x = 177, y = 51, radius = 72, perimeter = 452.16, color = ORANGE
1341: Circle, x = 61, y = 54, radius = 72, perimeter = 452.16, color = ORANGE
1342: Circle, x = 98, y = 174, radius = 72, perimeter = 452.16, color = YELLOW
1343: Circle, x = 171, y = 158, radius = 72, perimeter = 452.16, color = ORANGE
1344: Circle, x = 75, y = 77, radius = 72, perimeter = 452.16, color = LIGHT_BLUE
1345: Rectangle, x_up_left = 101, y_up_left = 200, x_down_right = 191, y_down_right = 64, perimeter = 452, color = BLUE
1346: Rectangle, x_up_left = 15, y_up_left = 148, x_down_right = 159, y_down_right = 66, perimeter = 452, color = ORANGE
1347: Rectangle, x_up_left = 109, y_up_left = 169, x_down_right = 171, y_down_right = 5, perimeter = 452, color = RED
1348: Rectangle, x_up_left = 72, y_up_left = 164, x_down_right = 156, y_down_right = 22, perimeter = 452, color = RED
1349: Rectangle, x_up_left = 1, y_up_left = 150, x_down_right = 118, y_down_right = 41, perimeter = 452, color = BLUE
1350: Triangle, x1 = 169, y1 = 104, x2 = 17, y2 = 179, x3 = 72, y3 = 29, perimeter = 451.875, color = RED
1351: Triangle, x1 = 116, y1 = 39, x2 = 184, y2 = 11, x3 = 23, y3 = 164, perimeter = 451.444, color = VIOLET
1352: Triangle, x1 = 91, y1 = 197, x2 = 159, y2 = 145, x3 = 4, y3 = 41, perimeter = 450.881, color = GREEN
1353: Rectangle, x_up_left = 15, y_up_left = 71, x_down_right = 197, y_down_right = 28, perimeter = 450, color = BLUE
1354: Rectangle, x_up_left = 20, y_up_left = 179, x_down_right = 197, y_down_right = 131, perimeter = 450, color = YELLOW
1355: Rectangle, x_up_left = 26, y_up_left = 104, x_down_right = 151, y_down_right = 4, perimeter = 450, color = ORANGE
1356: Rectangle, x_up_left = 40, y_up_left = 180, x_down_right = 129, y_down_right = 44, perimeter = 450, color = RED
1357: Triangle, x1 = 178, y1 = 175, x2 = 107, y2 = 66, x3 = 34, y3 = 4, perimeter = 449.416, color = YELLOW
1358: Triangle, x1 = 61, y1 = 197, x2 = 145, y2 = 102, x3 = 5, y3 = 38, perimeter = 449.319, color = BLUE
1359: Triangle, x1 = 55, y1 = 24, x2 = 132, y2 = 7, x3 = 148, y3 = 188, perimeter = 449.094, color = RED
1360: Triangle, x1 = 91, y1 = 67, x2 = 52, y2 = 196, x3 = 182, y3 = 26, perimeter = 448.586, color = BLUE
1361: Triangle, x1 = 41, y1 = 36, x2 = 68, y2 = 183, x3 = 181, y3 = 82, perimeter = 448.381, color = YELLOW
1362: Rectangle, x_up_left = 104, y_up_left = 200, x_down_right = 161, y_down_right = 33, perimeter = 448, color = ORANGE
1363: Rectangle, x_up_left = 117, y_up_left = 179, x_down_right = 169, y_down_right = 7, perimeter = 448, color = BLUE
1364: Rectangle, x_up_left = 15, y_up_left = 95, x_down_right = 197, y_down_right = 53, perimeter = 448, color = VIOLET
1365: Rectangle, x_up_left = 54, y_up_left = 198, x_down_right = 159, y_down_right = 79, perimeter = 448, color = VIOLET
1366: Rectangle, x_up_left = 57, y_up_left = 113, x_down_right = 193, y_down_right = 25, perimeter = 448, color = VIOLET
1367: Rectangle, x_up_left = 19, y_up_left = 85, x_down_right = 176, y_down_right = 18, perimeter = 448, color = ORANGE
1368: Triangle, x1 = 13, y1 = 22, x2 = 196, y2 = 140, x3 = 66, y3 = 20, perimeter = 447.701, color = ORANGE
1369: Triangle, x1 = 95, y1 = 187, x2 = 106, y2 = 5, x3 = 187, y3 = 150, perimeter = 447.584, color = RED
1370: Triangle, x1 = 57, y1 = 75, x2 = 3, y2 = 6, x3 = 192, y3 = 116, perimeter = 447.387, color = VIOLET
1371: Triangle, x1 = 15, y1 = 106, x2 = 192, y2 = 105, x3 = 181, y3 = 189, perimeter = 447.314, color = BLUE
1372: Triangle, x1 = 2, y1 = 64, x2 = 177, y2 = 64, x3 = 158, y3 = 154, perimeter = 447.084, color = BLUE
1373: Triangle, x1 = 128, y1 = 111, x2 = 187, y2 = 22, x3 = 19, y3 = 163, perimeter = 446.877, color = YELLOW
1374: Triangle, x1 = 20, y1 = 191, x2 = 10, y2 = 96, x3 = 184, y3 = 141, perimeter = 446.702, color = GREEN
1375: Triangle, x1 = 172, y1 = 175, x2 = 119, y2 = 23, x3 = 67, y3 = 194, perimeter = 446.412, color = BLUE
