Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
3455: Rectangle, x_up_left = 39, y_up_left = 196, x_down_right = 147, y_down_right = 102, perimeter = 404, color = LIGHT_BLUE
3456: Rectangle, x_up_left = 68, y_up_left = 150, x_down_right = 168, y_down_right = 48, perimeter = 404, color = GREEN
3457: Rectangle, x_up_left = 112, y_up_left = 156, x_down_right = 163, y_down_right = 5, perimeter = 404, color = YELLOW
3458: Rectangle, x_up_left = 2, y_up_left = 116, x_down_right = 162, y_down_right = 74, perimeter = 404, color = BLUE
3459: Triangle, x1 = 190, y1 = 153, x2 = 180, y2 = 192, x3 = 66, y3 = 36, perimeter = 403.961, color = YELLOW
3460: Triangle, x1 = 149, y1 = 141, x2 = 121, y2 = 53, x3 = 26, y3 = 200, perimeter = 403.791, color = BLUE
3461: Triangle, x1 = 40, y1 = 192, x2 = 25, y2 = 120, x3 = 191, y3 = 187, perimeter = 403.64, color = BLUE
3462: Triangle, x1 = 192, y1 = 17, x2 = 74, y2 = 179, x3 = 108, y3 = 155, perimeter = 403.592, color = ORANGE
3463: Triangle, x1 = 190, y1 = 192, x2 = 169, y2 = 25, x3 = 99, y3 = 71, perimeter = 403.477, color = VIOLET
3464: Triangle, x1 = 13, y1 = 139, x2 = 51, y2 = 9, x3 = 133, y3 = 132, perimeter = 403.472, color = RED
3465: Triangle, x1 = 32, y1 = 185, x2 = 131, y2 = 123, x3 = 72, y3 = 21, perimeter = 403.454, color = BLUE
3466: Triangle, x1 = 131, y1 = 190, x2 = 2, y2 = 35, x3 = 82, y3 = 132, perimeter = 403.32, color = RED
3467: Triangle, x1 = 48, y1 = 27, x2 = 111, y2 = 183, x3 = 148, y3 = 58, perimeter = 403.297, color = RED
3468: Triangle, x1 = 170, y1 = 94, x2 = 2, y2 = 68, x3 = 137, y3 = 13, perimeter = 403.238, color = YELLOW
3469: Triangle, x1 = 154, y1 = 2, x2 = 4, y2 = 118, x3 = 24, y3 = 136, perimeter = 403.226, color = YELLOW
3470: Triangle, x1 = 75, y1 = 31, x2 = 164, y2 = 173, x3 = 65, y3 = 167, perimeter = 403.135, color = VIOLET
3471: Triangle, x1 = 162, y1 = 127, x2 = 93, y2 = 16, x3 = 169, y3 = 200, perimeter = 403.111, color = ORANGE
3472: Triangle, x1 = 58, y1 = 46, x2 = 176, y2 = 176, x3 = 110, y3 = 20, perimeter = 403.093, color = BLUE
3473: Triangle, x1 = 106, y1 = 9, x2 = 189, y2 = 92, x3 = 200, y3 = 181, perimeter = 403.067, color = LIGHT_BLUE
3474: Triangle, x1 = 74, y1 = 199, x2 = 194, y2 = 38, x3 = 142, y3 = 89, perimeter = 402.958, color = RED
3475: Triangle, x1 = 98, y1 = 36, x2 = 183, y2 = 135, x3 = 29, y3 = 132, perimeter = 402.737, color = LIGHT_BLUE
3476: Triangle, x1 = 158, y1 = 161, x2 = 2, y2 = 155, x3 = 134, y3 = 73, perimeter = 402.726, color = YELLOW
3477: Triangle, x1 = 74, y1 = 196, x2 = 120, y2 = 86, x3 = 170, y3 = 20, perimeter = 402.511, color = RED
3478: Triangle, x1 = 23, y1 = 177, x2 = 62, y2 = 34, x3 = 106, y3 = 197, perimeter = 402.433, color = VIOLET
3479: Triangle, x1 = 107, y1 = 104, x2 = 41, y2 = 30, x3 = 161, y3 = 191, perimeter = 402.354, color = RED
3480: Triangle, x1 = 31, y1 = 65, x2 = 42, y2 = 83, x3 = 192, y3 = 184, perimeter = 402.134, color = ORANGE
3481: Triangle, x1 = 109, y1 = 13, x2 = 13, y2 = 64, x3 = 46, y3 = 177, perimeter = 402.11, color = ORANGE
3482: Triangle, x1 = 12, y1 = 5, x2 = 68, y2 = 139, x3 = 125, y3 = 7, perimeter = 402.03, color = LIGHT_BLUE
3483: Rectangle, x_up_left = 2, y_up_left = 192, x_down_right = 144, y_down_right = 133, perimeter = 402, color = LIGHT_BLUE
3484: Rectangle, x_up_left = 22, y_up_left = 168, x_down_right = 169, y_down_right = 114, perimeter = 402, color = LIGHT_BLUE
3485: Rectangle, x_up_left = 28, y_up_left = 193, x_down_right = 148, y_down_right = 112, perimeter = 402, color = ORANGE
3486: Rectangle, x_up_left = 60, y_up_left = 132, x_down_right = 136, y_down_right = 7, perimeter = 402, color = LIGHT_BLUE
3487: Rectangle, x_up_left = 34, y_up_left = 167, x_down_right = 80, y_down_right = 12, perimeter = 402, color = YELLOW
3488: Rectangle, x_up_left = 32, y_up_left = 181, x_down_right = 114, y_down_right = 62, perimeter = 402, color = VIOLET
3489: Triangle, x1 = 32, y1 = 182, x2 = 106, y2 = 127, x3 = 110, y3 = 8, perimeter = 401.951, color = BLUE
3490: Circle, x = 150, y = 175, radius = 64, perimeter = 401.92, color = BLUE
3491: Circle, x = 176, y = 45, radius = 64, perimeter = 401.92, color = VIOLET
3492: Circle, x = 54, y = 114, radius = 64, perimeter = 401.92, color = VIOLET
3493: Circle, x = 191, y = 6, radius = 64, perimeter = 401.92, color = BLUE
3494: Circle, x = 192, y = 63, radius = 64, perimeter = 401.92, color = LIGHT_BLUE
3495: Circle, x = 88, y = 62, radius = 64, perimeter = 401.92, color = LIGHT_BLUE
3496: Circle, x = 53, y = 38, radius = 64, perimeter = 401.92, color = ORANGE
3497: Circle, x = 199, y = 18, radius = 64, perimeter = 401.92, color = VIOLET
3498: Circle, x = 17, y = 127, radius = 64, perimeter = 401.92, color = BLUE
3499: Circle, x = 136, y = 131, radius = 64, perimeter = 401.92, color = LIGHT_BLUE
3500: Circle, x = 91, y = 157, radius = 64, perimeter = 401.92, color = VIOLET
3501: Circle, x = 152, y = 32, radius = 64, perimeter = 401.92, color = LIGHT_BLUE
3502: Circle, x = 78, y = 94, radius = 64, perimeter = 401.92, color = LIGHT_BLUE
3503: Triangle, x1 = 95, y1 = 198, x2 = 24, y2 = 148, x3 = 182, y3 = 83, perimeter = 401.888, color = GREEN
3504: Triangle, x1 = 24, y1 = 3, x2 = 116, y2 = 17, x3 = 117, y3 = 151, perimeter = 401.857, color = YELLOW
3505: Triangle, x1 = 138, y1 = 198, x2 = 61, y2 = 95, x3 = 135, y3 = 26, perimeter = 401.804, color = ORANGE
3506: Triangle, x1 = 34, y1 = 36, x2 = 154, y2 = 195, x3 = 81, y3 = 72, perimeter = 401.435, color = VIOLET
3507: Triangle, x1 = 191, y1 = 158, x2 = 47, y2 = 91, x3 = 165, y3 = 45, perimeter = 401.425, color = BLUE
3508: Triangle, x1 = 4, y1 = 114, x2 = 43, y2 = 151, x3 = 179, y3 = 59, perimeter = 401.393, color = YELLOW
3509: Triangle, x1 = 58, y1 = 50, x2 = 111, y2 = 191, x3 = 182, y3 = 97, perimeter = 401.041, color = GREEN
3510: Triangle, x1 = 15, y1 = 20, x2 = 103, y2 = 87, x3 = 194, y3 = 23, perimeter = 400.88, color = YELLOW
3511: Triangle, x1 = 57, y1 = 103, x2 = 179, y2 = 186, x3 = 29, y3 = 56, perimeter = 400.759, color = BLUE
3512: Triangle, x1 = 29, y1 = 26, x2 = 109, y2 = 120, x3 = 179, y3 = 156, perimeter = 400.643, color = VIOLET
3513: Triangle, x1 = 47, y1 = 48, x2 = 167, y2 = 145, x3 = 3, y3 = 114, perimeter = 400.528, color = RED
3514: Triangle, x1 = 53, y1 = 22, x2 = 187, y2 = 25, x3 = 48, y3 = 120, perimeter = 400.524, color = BLUE
3515: Triangle, x1 = 55, y1 = 23, x2 = 21, y2 = 124, x3 = 149, y3 = 155, perimeter = 400.319, color = BLUE
3516: Triangle, x1 = 194, y1 = 146, x2 = 174, y2 = 22, x3 = 84, y3 = 159, perimeter = 400.286, color = RED
3517: Triangle, x1 = 2, y1 = 97, x2 = 116, y2 = 170, x3 = 91, y3 = 23, perimeter = 400.226, color = LIGHT_BLUE
3518: Triangle, x1 = 125, y1 = 49, x2 = 47, y2 = 172, x3 = 28, y3 = 20, perimeter = 400.072, color = BLUE
3519: Rectangle, x_up_left = 56, y_up_left = 190, x_down_right = 165, y_down_right = 99, perimeter = 400, color = YELLOW
3520: Rectangle, x_up_left = 2, y_up_left = 130, x_down_right = 144, y_down_right = 72, perimeter = 400, color = GREEN
3521: Rectangle, x_up_left = 42, y_up_left = 128, x_down_right = 165, y_down_right = 51, perimeter = 400, color = YELLOW
3522: Rectangle, x_up_left = 52, y_up_left = 188, x_down_right = 73, y_down_right = 9, perimeter = 400, color = BLUE
3523: Rectangle, x_up_left = 6, y_up_left = 190, x_down_right = 79, y_down_right = 63, perimeter = 400, color = LIGHT_BLUE
3524: Rectangle, x_up_left = 47, y_up_left = 175, x_down_right = 93, y_down_right = 21, perimeter = 400, color = BLUE
3525: Rectangle, x_up_left = 21, y_up_left = 136, x_down_right = 192, y_down_right = 107, perimeter = 400, color = RED
3526: Rectangle, x_up_left = 90, y_up_left = 171, x_down_right = 147, y_down_right = 28, perimeter = 400, color = BLUE
3527: Rectangle, x_up_left = 66, y_up_left = 145, x_down_right = 124, y_down_right = 3, perimeter = 400, color = ORANGE
3528: Rectangle, x_up_left = 126, y_up_left = 159, x_down_right = 178, y_down_right = 11, perimeter = 400, color = ORANGE
3529: Rectangle, x_up_left = 7, y_up_left = 144, x_down_right = 130, y_down_right = 67, perimeter = 400, color = YELLOW
3530: Rectangle, x_up_left = 78, y_up_left = 155, x_down_right = 185, y_down_right = 62, perimeter = 400, color = LIGHT_BLUE
3531: Rectangle, x_up_left = 71, y_up_left = 152, x_down_right = 156, y_down_right = 37, perimeter = 400, color = GREEN
3532: Rectangle, x_up_left = 37, y_up_left = 111, x_down_right = 173, y_down_right = 47, perimeter = 400, color = ORANGE
3533: Triangle, x1 = 196, y1 = 6, x2 = 8, y2 = 73, x3 = 102, y3 = 31, perimeter = 399.806, color = YELLOW
3534: Triangle, x1 = 20, y1 = 110, x2 = 190, y2 = 52, x3 = 51, y3 = 36, perimeter = 399.771, color = RED
3535: Triangle, x1 = 183, y1 = 78, x2 = 105, y2 = 18, x3 = 3, y3 = 83, perimeter = 399.427, color = BLUE
3536: Triangle, x1 = 77, y1 = 167, x2 = 168, y2 = 4, x3 = 188, y3 = 11, perimeter = 399.331, color = RED
3537: Triangle, x1 = 169, y1 = 137, x2 = 165, y2 = 52, x3 = 17, y3 = 114, perimeter = 399.286, color = ORANGE
3538: Triangle, x1 = 4, y1 = 42, x2 = 130, y2 = 162, x3 = 129, y3 = 192, perimeter = 399.273, color = RED
3539: Triangle, x1 = 16, y1 = 124, x2 = 122, y2 = 150, x3 = 64, y3 = 2, perimeter = 399.204, color = YELLOW
3540: Triangle, x1 = 44, y1 = 47, x2 = 199, y2 = 123, x3 = 17, y3 = 73, perimeter = 398.856, color = GREEN
3541: Triangle, x1 = 118, y1 = 199, x2 = 65, y2 = 54, x3 = 25, y3 = 200, perimeter = 398.768, color = VIOLET
3542: Triangle, x1 = 145, y1 = 136, x2 = 1, y2 = 165, x3 = 197, y3 = 130, perimeter = 398.337, color = GREEN
3543: Triangle, x1 = 14, y1 = 174, x2 = 160, y2 = 88, x3 = 124, y3 = 43, perimeter = 398.133, color = GREEN
3544: Rectangle, x_up_left = 29, y_up_left = 176, x_down_right = 56, y_down_right = 4, perimeter = 398, color = LIGHT_BLUE
3545: Rectangle, x_up_left = 9, y_up_left = 132, x_down_right = 194, y_down_right = 118, perimeter = 398, color = VIOLET
3546: Rectangle, x_up_left = 121, y_up_left = 152, x_down_right = 176, y_down_right = 8, perimeter = 398, color = YELLOW
3547: Rectangle, x_up_left = 45, y_up_left = 159, x_down_right = 137, y_down_right = 52, perimeter = 398, color = GREEN
3548: Rectangle, x_up_left = 130, y_up_left = 165, x_down_right = 171, y_down_right = 7, perimeter = 398, color = GREEN
3549: Rectangle, x_up_left = 81, y_up_left = 135, x_down_right = 149, y_down_right = 4, perimeter = 398, color = GREEN
3550: Rectangle, x_up_left = 92, y_up_left = 102, x_down_right = 192, y_down_right = 3, perimeter = 398, color = LIGHT_BLUE
3551: Rectangle, x_up_left = 116, y_up_left = 196, x_down_right = 174, y_down_right = 55, perimeter = 398, color = LIGHT_BLUE
3552: Rectangle, x_up_left = 19, y_up_left = 165, x_down_right = 142, y_down_right = 89, perimeter = 398, color = BLUE
3553: Rectangle, x_up_left = 113, y_up_left = 157, x_down_right = 166, y_down_right = 11, perimeter = 398, color = BLUE
3554: Triangle, x1 = 9, y1 = 49, x2 = 29, y2 = 184, x3 = 124, y3 = 77, perimeter = 397.92, color = RED
3555: Triangle, x1 = 95, y1 = 128, x2 = 11, y2 = 26, x3 = 164, y3 = 146, perimeter = 397.891, color = RED
3556: Triangle, x1 = 49, y1 = 10, x2 = 133, y2 = 165, x3 = 165, y3 = 93, perimeter = 397.725, color = ORANGE
3557: Triangle, x1 = 47, y1 = 85, x2 = 164, y2 = 49, x3 = 141, y3 = 185, perimeter = 397.589, color = RED
3558: Triangle, x1 = 16, y1 = 10, x2 = 155, y2 = 138, x3 = 35, y3 = 85, perimeter = 397.51, color = ORANGE
3559: Triangle, x1 = 80, y1 = 137, x2 = 55, y2 = 3, x3 = 179, y3 = 89, perimeter = 397.239, color = ORANGE
3560: Triangle, x1 = 66, y1 = 24, x2 = 100, y2 = 109, x3 = 184, y3 = 180, perimeter = 397.136, color = RED
3561: Triangle, x1 = 197, y1 = 19, x2 = 115, y2 = 148, x3 = 59, y3 = 68, perimeter = 396.95, color = ORANGE
3562: Triangle, x1 = 133, y1 = 33, x2 = 35, y2 = 177, x3 = 134, y3 = 7, perimeter = 396.929, color = BLUE
3563: Triangle, x1 = 195, y1 = 129, x2 = 192, y2 = 53, x3 = 51, y3 = 26, perimeter = 396.666, color = BLUE
3564: Triangle, x1 = 186, y1 = 46, x2 = 17, y2 = 76, x3 = 168, y3 = 113, perimeter = 396.485, color = RED
3565: Triangle, x1 = 158, y1 = 3, x2 = 107, y2 = 93, x3 = 65, y3 = 178, perimeter = 396.433, color = VIOLET
3566: Triangle, x1 = 107, y1 = 168, x2 = 82, y2 = 31, x3 = 168, y3 = 199, perimeter = 396.42, color = RED
3567: Triangle, x1 = 142, y1 = 36, x2 = 15, y2 = 137, x3 = 13, y3 = 32, perimeter = 396.346, color = YELLOW
3568: Triangle, x1 = 34, y1 = 49, x2 = 28, y2 = 170, x3 = 150, y3 = 71, perimeter = 396.331, color = LIGHT_BLUE
3569: Triangle, x1 = 133, y1 = 139, x2 = 3, y2 = 93, x3 = 91, y3 = 9, perimeter = 396.17, color = YELLOW
3570: Triangle, x1 = 25, y1 = 198, x2 = 117, y2 = 44, x3 = 114, y3 = 166, perimeter = 396.003, color = ORANGE
3571: Rectangle, x_up_left = 48, y_up_left = 165, x_down_right = 155, y_down_right = 74, perimeter = 396, color = YELLOW
3572: Rectangle, x_up_left = 40, y_up_left = 112, x_down_right = 149, y_down_right = 23, perimeter = 396, color = YELLOW
3573: Rectangle, x_up_left = 99, y_up_left = 181, x_down_right = 123, y_down_right = 7, perimeter = 396, color = RED
3574: Rectangle, x_up_left = 103, y_up_left = 200, x_down_right = 104, y_down_right = 3, perimeter = 396, color = GREEN
3575: Rectangle, x_up_left = 15, y_up_left = 79, x_down_right = 158, y_down_right = 24, perimeter = 396, color = GREEN
3576: Rectangle, x_up_left = 69, y_up_left = 188, x_down_right = 84, y_down_right = 5, perimeter = 396, color = YELLOW
3577: Rectangle, x_up_left = 68, y_up_left = 185, x_down_right = 120, y_down_right = 39, perimeter = 396, color = BLUE
3578: Rectangle, x_up_left = 39, y_up_left = 120, x_down_right = 197, y_down_right = 80, perimeter = 396, color = ORANGE
3579: Rectangle, x_up_left = 98, y_up_left = 180, x_down_right = 173, y_down_right = 57, perimeter = 396, color = YELLOW
3580: Rectangle, x_up_left = 3, y_up_left = 102, x_down_right = 102, y_down_right = 3, perimeter = 396, color = VIOLET
3581: Rectangle, x_up_left = 14, y_up_left = 139, x_down_right = 160, y_down_right = 87, perimeter = 396, color = VIOLET
3582: Rectangle, x_up_left = 43, y_up_left = 91, x_down_right = 151, y_down_right = 1, perimeter = 396, color = YELLOW
3583: Rectangle, x_up_left = 47, y_up_left = 174, x_down_right = 147, y_down_right = 76, perimeter = 396, color = BLUE
3584: Rectangle, x_up_left = 102, y_up_left = 138, x_down_right = 184, y_down_right = 22, perimeter = 396, color = VIOLET
3585: Rectangle, x_up_left = 18, y_up_left = 187, x_down_right = 188, y_down_right = 159, perimeter = 396, color = BLUE
3586: Triangle, x1 = 104, y1 = 8, x2 = 115, y2 = 130, x3 = 50, y3 = 187, perimeter = 395.915, color = BLUE
3587: Triangle, x1 = 23, y1 = 89, x2 = 196, y2 = 152, x3 = 11, y3 = 82, perimeter = 395.807, color = LIGHT_BLUE
3588: Triangle, x1 = 67, y1 = 13, x2 = 36, y2 = 197, x3 = 28, y3 = 31, perimeter = 395.739, color = YELLOW
3589: Triangle, x1 = 51, y1 = 133, x2 = 61, y2 = 41, x3 = 176, y3 = 170, perimeter = 395.721, color = LIGHT_BLUE
3590: Triangle, x1 = 55, y1 = 130, x2 = 191, y2 = 15, x3 = 183, y3 = 101, perimeter = 395.719, color = YELLOW
3591: Circle, x = 8, y = 52, radius = 63, perimeter = 395.64, color = VIOLET
3592: Circle, x = 3, y = 128, radius = 63, perimeter = 395.64, color = BLUE
3593: Circle, x = 199, y = 128, radius = 63, perimeter = 395.64, color = GREEN
3594: Circle, x = 190, y = 186, radius = 63, perimeter = 395.64, color = ORANGE
3595: Circle, x = 176, y = 198, radius = 63, perimeter = 395.64, color = GREEN
3596: Circle, x = 103, y = 70, radius = 63, perimeter = 395.64, color = LIGHT_BLUE
3597: Circle, x = 39, y = 148, radius = 63, perimeter = 395.64, color = RED
3598: Circle, x = 77, y = 197, radius = 63, perimeter = 395.64, color = YELLOW
3599: Circle, x = 39, y = 145, radius = 63, perimeter = 395.64, color = BLUE
3600: Circle, x = 117, y = 196, radius = 63, perimeter = 395.64, color = BLUE
3601: Circle, x = 123, y = 65, radius = 63, perimeter = 395.64, color = ORANGE
3602: Circle, x = 68, y = 31, radius = 63, perimeter = 395.64, color = BLUE
3603: Circle, x = 23, y = 3, radius = 63, perimeter = 395.64, color = ORANGE
3604: Circle, x = 96, y = 193, radius = 63, perimeter = 395.64, color = LIGHT_BLUE
3605: Circle, x = 132, y = 54, radius = 63, perimeter = 395.64, color = YELLOW
3606: Circle, x = 17, y = 184, radius = 63, perimeter = 395.64, color = RED
3607: Circle, x = 67, y = 120, radius = 63, perimeter = 395.64, color = BLUE
3608: Circle, x = 154, y = 154, radius = 63, perimeter = 395.64, color = GREEN
3609: Circle, x = 169, y = 55, radius = 63, perimeter = 395.64, color = BLUE
3610: Circle, x = 199, y = 187, radius = 63, perimeter = 395.64, color = GREEN
3611: Circle, x = 33, y = 62, radius = 63, perimeter = 395.64, color = ORANGE
3612: Triangle, x1 = 99, y1 = 183, x2 = 9, y2 = 44, x3 = 10, y3 = 185, perimeter = 395.619, color = RED
3613: Triangle, x1 = 88, y1 = 191, x2 = 39, y2 = 105, x3 = 159, y3 = 45, perimeter = 395.492, color = RED
3614: Triangle, x1 = 161, y1 = 86, x2 = 40, y2 = 65, x3 = 119, y3 = 197, perimeter = 395.323, color = BLUE
3615: Triangle, x1 = 17, y1 = 163, x2 = 117, y2 = 161, x3 = 52, y3 = 24, perimeter = 394.996, color = VIOLET
3616: Triangle, x1 = 130, y1 = 51, x2 = 151, y2 = 188, x3 = 48, y3 = 180, perimeter = 394.766, color = VIOLET
3617: Triangle, x1 = 181, y1 = 157, x2 = 67, y2 = 138, x3 = 195, y3 = 40, perimeter = 394.615, color = RED
3618: Triangle, x1 = 2, y1 = 81, x2 = 183, y2 = 115, x3 = 135, y3 = 57, perimeter = 394.6, color = LIGHT_BLUE
3619: Triangle, x1 = 51, y1 = 134, x2 = 95, y2 = 197, x3 = 123, y3 = 18, perimeter = 394.549, color = GREEN
3620: Triangle, x1 = 169, y1 = 155, x2 = 121, y2 = 174, x3 = 67, y3 = 14, perimeter = 394.516, color = LIGHT_BLUE
3621: Triangle, x1 = 84, y1 = 44, x2 = 34, y2 = 190, x3 = 26, y3 = 15, perimeter = 394.353, color = BLUE
3622: Triangle, x1 = 193, y1 = 191, x2 = 64, y2 = 89, x3 = 127, y3 = 50, perimeter = 394.231, color = YELLOW
3623: Triangle, x1 = 19, y1 = 160, x2 = 182, y2 = 59, x3 = 141, y3 = 121, perimeter = 394.167, color = ORANGE
3624: Triangle, x1 = 122, y1 = 44, x2 = 122, y2 = 162, x3 = 10, y3 = 164, perimeter = 394.164, color = GREEN
3625: Rectangle, x_up_left = 22, y_up_left = 189, x_down_right = 88, y_down_right = 58, perimeter = 394, color = VIOLET
3626: Rectangle, x_up_left = 58, y_up_left = 153, x_down_right = 167, y_down_right = 65, perimeter = 394, color = GREEN
3627: Rectangle, x_up_left = 1, y_up_left = 18, x_down_right = 191, y_down_right = 11, perimeter = 394, color = YELLOW
3628: Rectangle, x_up_left = 131, y_up_left = 135, x_down_right = 199, y_down_right = 6, perimeter = 394, color = RED
3629: Rectangle, x_up_left = 7, y_up_left = 130, x_down_right = 155, y_down_right = 81, perimeter = 394, color = YELLOW
3630: Rectangle, x_up_left = 85, y_up_left = 188, x_down_right = 170, y_down_right = 76, perimeter = 394, color = LIGHT_BLUE
3631: Rectangle, x_up_left = 18, y_up_left = 142, x_down_right = 179, y_down_right = 106, perimeter = 394, color = LIGHT_BLUE
3632: Rectangle, x_up_left = 51, y_up_left = 117, x_down_right = 197, y_down_right = 66, perimeter = 394, color = LIGHT_BLUE
3633: Rectangle, x_up_left = 30, y_up_left = 191, x_down_right = 158, y_down_right = 122, perimeter = 394, color = GREEN
3634: Rectangle, x_up_left = 46, y_up_left = 136, x_down_right = 154, y_down_right = 47, perimeter = 394, color = ORANGE
3635: Rectangle, x_up_left = 34, y_up_left = 192, x_down_right = 167, y_down_right = 128, perimeter = 394, color = LIGHT_BLUE
3636: Rectangle, x_up_left = 10, y_up_left = 134, x_down_right = 85, y_down_right = 12, perimeter = 394, color = VIOLET
3637: Rectangle, x_up_left = 7, y_up_left = 170, x_down_right = 54, y_down_right = 20, perimeter = 394, color = YELLOW
3638: Rectangle, x_up_left = 15, y_up_left = 71, x_down_right = 148, y_down_right = 7, perimeter = 394, color = VIOLET
3639: Triangle, x1 = 63, y1 = 163, x2 = 188, y2 = 113, x3 = 48, y3 = 56, perimeter = 393.834, color = LIGHT_BLUE
3640: Triangle, x1 = 109, y1 = 25, x2 = 153, y2 = 2, x3 = 23, y3 = 147, perimeter = 393.657, color = ORANGE
3641: Triangle, x1 = 124, y1 = 29, x2 = 67, y2 = 183, x3 = 19, y3 = 82, perimeter = 393.654, color = VIOLET
3642: Triangle, x1 = 144, y1 = 152, x2 = 199, y2 = 118, x3 = 8, y3 = 143, perimeter = 393.587, color = BLUE
3643: Triangle, x1 = 85, y1 = 171, x2 = 21, y2 = 65, x3 = 177, y3 = 134, perimeter = 393.562, color = GREEN
3644: Triangle, x1 = 108, y1 = 28, x2 = 156, y2 = 192, x3 = 89, y3 = 181, perimeter = 392.952, color = YELLOW
3645: Triangle, x1 = 52, y1 = 151, x2 = 199, y2 = 73, x3 = 116, y3 = 33, perimeter = 392.787, color = ORANGE
3646: Triangle, x1 = 84, y1 = 8, x2 = 200, y2 = 26, x3 = 130, y3 = 141, perimeter = 392.748, color = YELLOW
3647: Triangle, x1 = 97, y1 = 189, x2 = 128, y2 = 169, x3 = 14, y3 = 32, perimeter = 392.709, color = ORANGE
3648: Triangle, x1 = 194, y1 = 77, x2 = 104, y2 = 54, x3 = 61, y3 = 179, perimeter = 392.691, color = BLUE
